idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
45,1979-08-04,Sergipe,9797,Ensino Superior,1,Divorciado(a),Tecnologia
35,1989-07-18,Bahia,4797,Ensino Fundamental,2,Divorciado(a),Saúde
44,1979-12-05,Roraima,28935,Pós-Graduação,0,Casado(a),Administração
49,1975-03-23,Rondônia,5887,Ensino Médio,0,Solteiro(a),Engenharia
60,1964-06-07,Paraná,13230,Mestrado,2,Casado(a),Marketing
57,1967-08-02,Pará,1726,Pós-Graduação,2,Divorciado(a),Marketing
49,1975-04-10,Maranhão,7995,Ensino Superior,1,Divorciado(a),Marketing
39,1984-08-23,Ceará,3909,Ensino Fundamental,3,Casado(a),Administração
49,1974-12-08,Sergipe,1598,Mestrado,4,Casado(a),Tecnologia
23,2001-02-19,Maranhão,18955,Ensino Fundamental,3,Casado(a),Engenharia
47,1977-04-09,Roraima,4570,Ensino Fundamental,2,Casado(a),Engenharia
54,1969-12-14,Rio Grande do Norte,13640,Ensino Médio,4,Divorciado(a),Engenharia
53,1971-06-01,Bahia,19806,Ensino Fundamental,1,Viúvo(a),Marketing
45,1979-08-03,Paraíba,19773,Ensino Médio,0,Casado(a),Marketing
26,1997-09-18,Rio de Janeiro,16020,Ensino Fundamental,4,Divorciado(a),Engenharia
20,2004-02-23,Santa Catarina,13015,Pós-Graduação,1,Viúvo(a),Marketing
45,1978-12-29,Ceará,19157,Pós-Graduação,2,Solteiro(a),Engenharia
19,2005-01-13,Rondônia,8842,Ensino Superior,0,Viúvo(a),Tecnologia
31,1993-01-03,Amazonas,19667,Doutorado,0,Casado(a),Educação
50,1974-01-05,Tocantins,13493,Ensino Superior,2,Divorciado(a),Administração
43,1981-08-06,Pará,11375,Ensino Médio,2,Casado(a),Engenharia
51,1973-01-24,Rio Grande do Norte,14173,Ensino Superior,3,Viúvo(a),Marketing
34,1989-10-08,Sergipe,3937,Doutorado,2,Divorciado(a),Tecnologia
26,1998-01-25,Mato Grosso,14644,Doutorado,1,Viúvo(a),Educação
54,1970-07-27,Ceará,12351,Ensino Fundamental,0,Viúvo(a),Tecnologia
30,1994-08-05,Espírito Santo,6833,Mestrado,2,Casado(a),Engenharia
32,1991-09-11,Piauí,25301,Pós-Graduação,1,Divorciado(a),Administração
43,1981-05-09,Rio de Janeiro,20316,Ensino Fundamental,3,Solteiro(a),Engenharia
25,1998-09-30,Paraná,6708,Pós-Graduação,2,Divorciado(a),Educação
43,1981-07-28,Pernambuco,17494,Mestrado,2,Solteiro(a),Marketing
55,1969-06-19,Amazonas,28607,Ensino Médio,0,Divorciado(a),Saúde
57,1967-01-02,Alagoas,13936,Ensino Médio,3,Viúvo(a),Educação
25,1999-04-12,Mato Grosso,17453,Pós-Graduação,3,Casado(a),Educação
56,1967-11-17,Rio de Janeiro,28278,Ensino Superior,2,Solteiro(a),Educação
44,1980-03-12,Santa Catarina,17183,Ensino Fundamental,1,Viúvo(a),Saúde
22,2001-08-29,Distrito Federal,28943,Ensino Fundamental,4,Solteiro(a),Tecnologia
34,1990-01-06,São Paulo,24685,Pós-Graduação,3,Casado(a),Educação
32,1992-06-08,Rio de Janeiro,6067,Doutorado,1,Solteiro(a),Educação
53,1971-01-16,Amazonas,13836,Doutorado,1,Casado(a),Saúde
30,1993-09-18,Sergipe,24371,Mestrado,4,Viúvo(a),Tecnologia
44,1980-02-16,Distrito Federal,29794,Ensino Fundamental,2,Viúvo(a),Saúde
23,2001-06-02,Paraná,13567,Doutorado,4,Casado(a),Educação
42,1982-05-02,Maranhão,12600,Doutorado,4,Viúvo(a),Saúde
37,1987-06-20,Ceará,26281,Ensino Fundamental,4,Viúvo(a),Educação
58,1966-05-07,Paraíba,14966,Ensino Superior,2,Solteiro(a),Educação
27,1996-10-30,Minas Gerais,25753,Doutorado,0,Casado(a),Engenharia
29,1995-05-22,Rio Grande do Norte,10288,Ensino Fundamental,2,Solteiro(a),Tecnologia
48,1976-06-06,Tocantins,6391,Ensino Médio,4,Solteiro(a),Saúde
48,1975-10-07,Roraima,25266,Ensino Médio,3,Casado(a),Saúde
41,1983-07-29,Ceará,7375,Mestrado,2,Solteiro(a),Saúde
32,1992-06-25,Alagoas,12680,Pós-Graduação,4,Solteiro(a),Administração
41,1983-01-27,Minas Gerais,18320,Doutorado,4,Casado(a),Administração
30,1993-10-22,Amazonas,15363,Pós-Graduação,2,Divorciado(a),Marketing
55,1969-01-30,Goiás,22664,Pós-Graduação,1,Divorciado(a),Marketing
38,1985-09-12,Amapá,21591,Ensino Superior,4,Divorciado(a),Saúde
49,1975-04-22,Acre,14906,Ensino Médio,1,Solteiro(a),Administração
26,1997-12-17,Bahia,3464,Mestrado,2,Divorciado(a),Educação
46,1978-06-18,Alagoas,13451,Ensino Fundamental,0,Solteiro(a),Tecnologia
55,1969-07-28,Sergipe,7244,Ensino Superior,4,Viúvo(a),Administração
26,1997-09-02,Alagoas,16043,Mestrado,2,Casado(a),Educação
44,1979-12-07,Amazonas,3609,Ensino Fundamental,3,Viúvo(a),Saúde
41,1982-10-04,Bahia,1504,Pós-Graduação,2,Viúvo(a),Administração
22,2002-01-13,Ceará,2525,Mestrado,0,Divorciado(a),Tecnologia
33,1991-01-05,Ceará,18101,Doutorado,1,Viúvo(a),Saúde
52,1971-11-30,Paraná,10189,Ensino Superior,1,Divorciado(a),Tecnologia
52,1971-09-12,Roraima,24535,Ensino Médio,2,Divorciado(a),Engenharia
23,2001-06-03,Sergipe,13000,Ensino Fundamental,4,Casado(a),Educação
30,1994-03-20,Roraima,26305,Ensino Fundamental,1,Casado(a),Tecnologia
35,1989-06-15,Minas Gerais,19449,Ensino Médio,4,Solteiro(a),Marketing
34,1990-08-08,Distrito Federal,20014,Pós-Graduação,1,Casado(a),Educação
34,1989-09-04,Distrito Federal,22817,Ensino Fundamental,3,Divorciado(a),Marketing
39,1985-03-19,Rondônia,21859,Ensino Médio,0,Divorciado(a),Administração
56,1967-09-23,Rondônia,17602,Ensino Fundamental,3,Casado(a),Saúde
47,1977-01-26,Sergipe,23932,Mestrado,2,Divorciado(a),Administração
60,1964-08-15,Bahia,21418,Ensino Fundamental,4,Viúvo(a),Engenharia
25,1999-03-21,Distrito Federal,26633,Ensino Médio,4,Divorciado(a),Tecnologia
56,1968-06-11,Tocantins,25675,Mestrado,3,Viúvo(a),Tecnologia
20,2004-07-07,Roraima,4270,Ensino Fundamental,1,Divorciado(a),Saúde
52,1971-12-07,Pará,14398,Ensino Fundamental,4,Casado(a),Marketing
59,1965-04-01,Paraná,5725,Ensino Superior,4,Viúvo(a),Educação
37,1986-11-25,Distrito Federal,17784,Ensino Fundamental,1,Viúvo(a),Saúde
39,1984-11-29,Ceará,9397,Doutorado,0,Casado(a),Saúde
28,1996-08-10,Amapá,18884,Mestrado,2,Solteiro(a),Marketing
35,1988-10-28,Rio Grande do Sul,26249,Mestrado,0,Casado(a),Tecnologia
35,1989-03-05,Mato Grosso do Sul,8920,Doutorado,0,Solteiro(a),Educação
26,1997-11-11,Paraíba,18453,Doutorado,2,Casado(a),Marketing
28,1996-08-13,Goiás,21480,Pós-Graduação,0,Solteiro(a),Educação
37,1987-02-19,Amapá,23756,Ensino Fundamental,0,Viúvo(a),Educação
27,1997-05-17,Espírito Santo,10574,Pós-Graduação,2,Divorciado(a),Educação
47,1977-02-18,Santa Catarina,11741,Mestrado,2,Divorciado(a),Saúde
19,2004-09-18,Pernambuco,7867,Mestrado,1,Casado(a),Engenharia
33,1990-12-31,Piauí,14629,Doutorado,3,Viúvo(a),Saúde
19,2004-09-13,Amapá,27589,Ensino Superior,1,Viúvo(a),Engenharia
51,1972-08-28,Rio Grande do Norte,12521,Ensino Fundamental,0,Viúvo(a),Marketing
39,1985-05-09,Mato Grosso do Sul,11900,Ensino Fundamental,0,Solteiro(a),Educação
57,1966-12-21,Rio Grande do Sul,28017,Ensino Fundamental,3,Divorciado(a),Administração
48,1975-09-15,Distrito Federal,14221,Ensino Médio,0,Divorciado(a),Tecnologia
59,1965-05-13,Paraíba,15978,Pós-Graduação,4,Viúvo(a),Administração
43,1981-08-02,Santa Catarina,3228,Ensino Médio,1,Casado(a),Engenharia
21,2003-03-26,Piauí,3499,Ensino Médio,4,Divorciado(a),Tecnologia
29,1995-03-02,Mato Grosso,15343,Pós-Graduação,2,Casado(a),Marketing
35,1989-06-30,Distrito Federal,25673,Mestrado,2,Viúvo(a),Administração
23,2001-04-09,Alagoas,23623,Ensino Fundamental,4,Viúvo(a),Marketing
28,1995-12-03,Pernambuco,4968,Ensino Superior,1,Solteiro(a),Tecnologia
60,1964-08-11,Pará,17023,Doutorado,4,Divorciado(a),Engenharia
41,1982-09-02,Ceará,19447,Ensino Fundamental,1,Viúvo(a),Administração
51,1972-11-09,Rio Grande do Norte,20524,Ensino Fundamental,2,Viúvo(a),Marketing
35,1989-06-29,Goiás,3855,Pós-Graduação,2,Viúvo(a),Educação
27,1997-02-20,Tocantins,27994,Ensino Médio,3,Divorciado(a),Saúde
20,2003-11-10,Goiás,3890,Pós-Graduação,2,Viúvo(a),Engenharia
52,1972-01-12,Tocantins,9096,Ensino Fundamental,2,Casado(a),Tecnologia
23,2001-06-15,Rio Grande do Sul,14307,Pós-Graduação,0,Divorciado(a),Tecnologia
31,1992-11-13,Piauí,20156,Pós-Graduação,2,Divorciado(a),Marketing
28,1995-12-10,Amazonas,3765,Ensino Superior,4,Solteiro(a),Engenharia
26,1997-11-02,Pernambuco,24782,Mestrado,2,Viúvo(a),Administração
45,1979-06-18,Minas Gerais,10417,Ensino Superior,1,Solteiro(a),Administração
50,1973-08-26,Santa Catarina,4041,Doutorado,3,Casado(a),Administração
20,2004-01-10,Rio de Janeiro,13554,Ensino Superior,2,Solteiro(a),Saúde
35,1988-12-31,Santa Catarina,26178,Ensino Superior,2,Solteiro(a),Engenharia
54,1970-02-01,Minas Gerais,1662,Ensino Fundamental,2,Solteiro(a),Tecnologia
49,1975-08-12,Espírito Santo,22578,Ensino Superior,3,Solteiro(a),Engenharia
41,1983-04-11,Distrito Federal,21361,Ensino Fundamental,4,Viúvo(a),Educação
44,1979-11-25,Rondônia,26605,Doutorado,1,Divorciado(a),Educação
29,1995-05-04,Roraima,6350,Doutorado,1,Viúvo(a),Engenharia
24,1999-09-05,Rio Grande do Norte,9588,Mestrado,0,Viúvo(a),Administração
24,2000-07-03,Santa Catarina,12125,Doutorado,0,Casado(a),Engenharia
24,2000-07-18,Sergipe,11968,Ensino Médio,3,Viúvo(a),Educação
56,1968-01-12,Mato Grosso,7311,Ensino Médio,2,Viúvo(a),Administração
35,1988-12-28,Mato Grosso,14946,Ensino Superior,3,Divorciado(a),Marketing
49,1975-01-03,Rio de Janeiro,12815,Mestrado,1,Casado(a),Engenharia
47,1976-11-07,Sergipe,28153,Pós-Graduação,2,Viúvo(a),Educação
45,1979-07-14,Minas Gerais,12853,Doutorado,0,Casado(a),Engenharia
50,1974-03-12,Mato Grosso do Sul,5832,Ensino Fundamental,1,Solteiro(a),Administração
49,1974-09-18,Sergipe,7087,Pós-Graduação,1,Divorciado(a),Marketing
31,1992-10-05,Mato Grosso do Sul,14622,Doutorado,0,Divorciado(a),Saúde
42,1982-05-06,Sergipe,6476,Ensino Fundamental,0,Solteiro(a),Educação
53,1970-11-10,Bahia,19745,Ensino Fundamental,1,Casado(a),Saúde
55,1969-02-16,Mato Grosso,27362,Mestrado,0,Solteiro(a),Marketing
46,1978-07-31,Bahia,18958,Ensino Fundamental,3,Viúvo(a),Marketing
52,1971-12-29,Rondônia,23224,Doutorado,4,Solteiro(a),Tecnologia
33,1990-11-21,Goiás,9819,Ensino Fundamental,1,Viúvo(a),Tecnologia
49,1975-01-31,Tocantins,3768,Pós-Graduação,0,Casado(a),Saúde
21,2003-01-10,Acre,4116,Doutorado,1,Solteiro(a),Engenharia
52,1972-05-29,Bahia,24016,Doutorado,2,Divorciado(a),Saúde
22,2001-12-23,Santa Catarina,16263,Doutorado,1,Casado(a),Administração
60,1964-06-26,Minas Gerais,8009,Pós-Graduação,2,Solteiro(a),Tecnologia
60,1964-02-25,Paraná,12783,Ensino Superior,4,Solteiro(a),Administração
54,1970-06-14,Goiás,5091,Pós-Graduação,2,Divorciado(a),Marketing
34,1990-01-24,Ceará,6741,Mestrado,0,Viúvo(a),Tecnologia
28,1996-03-03,Rio Grande do Norte,12934,Ensino Médio,0,Divorciado(a),Engenharia
27,1997-03-13,Espírito Santo,6704,Mestrado,4,Viúvo(a),Administração
30,1994-01-11,Paraíba,11351,Doutorado,4,Solteiro(a),Tecnologia
42,1982-05-11,Rio Grande do Norte,23835,Mestrado,4,Solteiro(a),Educação
27,1997-03-14,Maranhão,19968,Ensino Fundamental,2,Solteiro(a),Marketing
55,1969-06-03,Piauí,7954,Ensino Superior,0,Solteiro(a),Administração
53,1971-03-03,Rio de Janeiro,5775,Pós-Graduação,2,Casado(a),Saúde
29,1994-11-20,Mato Grosso do Sul,27892,Ensino Superior,0,Solteiro(a),Marketing
20,2003-12-17,Ceará,12935,Mestrado,4,Solteiro(a),Tecnologia
28,1995-11-18,São Paulo,21136,Ensino Fundamental,2,Viúvo(a),Administração
28,1996-03-27,Goiás,15248,Ensino Médio,0,Viúvo(a),Marketing
39,1985-01-12,Pará,27489,Mestrado,1,Divorciado(a),Saúde
56,1967-10-19,Santa Catarina,26052,Ensino Médio,4,Viúvo(a),Tecnologia
27,1997-01-08,Amazonas,8620,Doutorado,4,Casado(a),Tecnologia
50,1974-06-03,Tocantins,3110,Pós-Graduação,1,Viúvo(a),Educação
55,1969-02-26,São Paulo,24147,Mestrado,2,Viúvo(a),Educação
32,1992-01-11,Distrito Federal,13663,Ensino Superior,0,Casado(a),Engenharia
33,1991-03-19,Rio Grande do Sul,20073,Ensino Médio,4,Viúvo(a),Marketing
25,1999-05-25,Maranhão,15197,Ensino Médio,1,Divorciado(a),Educação
32,1992-06-27,Mato Grosso do Sul,24000,Ensino Superior,2,Divorciado(a),Marketing
59,1964-11-12,Paraná,19651,Mestrado,3,Casado(a),Engenharia
53,1971-01-10,Piauí,21165,Mestrado,0,Solteiro(a),Educação
53,1970-12-01,Maranhão,25412,Ensino Médio,4,Casado(a),Marketing
28,1996-07-02,Paraná,2462,Ensino Superior,0,Viúvo(a),Tecnologia
48,1976-01-30,Acre,27199,Doutorado,3,Divorciado(a),Saúde
42,1981-11-16,Santa Catarina,4632,Mestrado,2,Casado(a),Tecnologia
48,1976-04-20,Tocantins,19575,Mestrado,3,Solteiro(a),Marketing
49,1974-12-25,Acre,28743,Ensino Médio,4,Solteiro(a),Educação
38,1985-08-27,Minas Gerais,28546,Ensino Médio,3,Divorciado(a),Saúde
36,1988-01-31,Mato Grosso do Sul,1908,Ensino Fundamental,2,Divorciado(a),Tecnologia
29,1995-06-17,Minas Gerais,7785,Mestrado,4,Viúvo(a),Marketing
41,1983-05-12,Rondônia,18151,Ensino Fundamental,3,Casado(a),Tecnologia
47,1977-06-22,Minas Gerais,25571,Pós-Graduação,1,Viúvo(a),Tecnologia
58,1966-03-25,Alagoas,28899,Ensino Médio,4,Viúvo(a),Engenharia
49,1974-08-31,Acre,25181,Ensino Médio,0,Casado(a),Educação
23,2001-05-07,Pará,29002,Ensino Fundamental,3,Viúvo(a),Marketing
36,1987-11-05,Minas Gerais,2170,Mestrado,2,Casado(a),Administração
30,1993-10-02,Tocantins,28958,Doutorado,3,Casado(a),Educação
35,1988-11-19,Goiás,12150,Pós-Graduação,3,Viúvo(a),Educação
47,1977-08-02,Piauí,27335,Ensino Fundamental,1,Divorciado(a),Educação
56,1967-12-28,Maranhão,9488,Mestrado,1,Divorciado(a),Saúde
57,1967-01-15,São Paulo,11769,Doutorado,4,Casado(a),Educação
39,1985-07-30,Acre,6681,Ensino Superior,0,Divorciado(a),Engenharia
51,1973-01-09,Amazonas,9390,Ensino Médio,4,Viúvo(a),Saúde
43,1981-04-03,Santa Catarina,19139,Mestrado,1,Solteiro(a),Educação
42,1981-09-08,Amapá,13906,Mestrado,3,Viúvo(a),Engenharia
26,1997-10-28,Bahia,3824,Mestrado,1,Divorciado(a),Tecnologia
25,1999-04-06,Alagoas,9102,Pós-Graduação,2,Casado(a),Marketing
31,1993-08-11,Paraíba,11971,Doutorado,1,Divorciado(a),Administração
34,1990-04-27,Pernambuco,2465,Mestrado,0,Viúvo(a),Marketing
31,1993-02-22,Distrito Federal,1501,Ensino Médio,1,Casado(a),Engenharia
56,1968-02-05,Amazonas,12696,Doutorado,0,Divorciado(a),Saúde
38,1986-05-24,Paraná,1645,Doutorado,1,Divorciado(a),Tecnologia
57,1967-08-15,Tocantins,10550,Doutorado,1,Divorciado(a),Educação
53,1970-12-27,Distrito Federal,4380,Mestrado,1,Viúvo(a),Educação
50,1973-11-24,Distrito Federal,19334,Pós-Graduação,2,Casado(a),Administração
35,1989-07-06,Rio de Janeiro,25098,Ensino Superior,4,Viúvo(a),Marketing
38,1986-08-02,Paraíba,6497,Doutorado,3,Solteiro(a),Engenharia
55,1968-11-03,Rio Grande do Sul,6804,Doutorado,1,Casado(a),Saúde
42,1982-06-05,Roraima,18816,Ensino Médio,2,Solteiro(a),Educação
23,2001-01-17,Mato Grosso do Sul,7473,Doutorado,3,Casado(a),Engenharia
41,1982-10-22,Pará,15351,Ensino Superior,1,Viúvo(a),Tecnologia
43,1981-03-25,Roraima,18779,Ensino Superior,0,Viúvo(a),Administração
42,1981-11-16,Roraima,26796,Mestrado,0,Casado(a),Engenharia
59,1965-06-07,Piauí,2179,Doutorado,1,Solteiro(a),Administração
52,1971-12-13,Rio Grande do Norte,13149,Doutorado,1,Viúvo(a),Marketing
60,1964-01-15,Sergipe,15225,Ensino Fundamental,0,Viúvo(a),Marketing
55,1969-02-20,Mato Grosso,8566,Doutorado,3,Solteiro(a),Educação
34,1989-11-04,Mato Grosso,7890,Doutorado,0,Divorciado(a),Administração
22,2002-06-27,Minas Gerais,24868,Pós-Graduação,2,Divorciado(a),Saúde
37,1986-10-25,Minas Gerais,8482,Ensino Médio,1,Divorciado(a),Tecnologia
46,1978-01-21,Distrito Federal,23793,Mestrado,0,Divorciado(a),Educação
55,1969-03-28,Bahia,14001,Pós-Graduação,3,Solteiro(a),Saúde
32,1992-04-19,Bahia,14905,Doutorado,1,Casado(a),Tecnologia
58,1966-03-13,Rio Grande do Norte,16823,Doutorado,4,Solteiro(a),Tecnologia
29,1995-04-05,Minas Gerais,10207,Mestrado,2,Viúvo(a),Tecnologia
20,2004-08-20,Rio Grande do Sul,15986,Doutorado,1,Solteiro(a),Educação
19,2004-11-18,Paraná,8033,Pós-Graduação,3,Viúvo(a),Saúde
33,1991-03-23,Rio Grande do Norte,5226,Ensino Médio,4,Casado(a),Educação
55,1968-11-30,Sergipe,3928,Pós-Graduação,4,Divorciado(a),Saúde
34,1989-09-24,Pará,26348,Pós-Graduação,4,Divorciado(a),Educação
40,1983-10-31,Santa Catarina,11325,Pós-Graduação,4,Viúvo(a),Saúde
22,2002-03-18,Rio Grande do Norte,17299,Mestrado,2,Divorciado(a),Engenharia
24,2000-07-31,Mato Grosso do Sul,16295,Ensino Superior,2,Divorciado(a),Tecnologia
37,1987-08-12,Ceará,21429,Ensino Médio,0,Viúvo(a),Engenharia
29,1994-10-11,Espírito Santo,6004,Ensino Fundamental,2,Solteiro(a),Educação
26,1998-01-19,Pernambuco,19118,Pós-Graduação,4,Divorciado(a),Saúde
18,2005-08-24,Alagoas,21640,Doutorado,1,Viúvo(a),Engenharia
48,1976-03-20,Tocantins,8442,Ensino Fundamental,2,Solteiro(a),Engenharia
44,1980-07-30,Pará,19975,Mestrado,4,Viúvo(a),Marketing
26,1997-12-18,São Paulo,3787,Pós-Graduação,4,Viúvo(a),Tecnologia
44,1980-03-24,Maranhão,28627,Doutorado,0,Casado(a),Marketing
39,1984-10-22,Sergipe,16788,Mestrado,3,Casado(a),Educação
19,2004-09-19,Roraima,22572,Ensino Fundamental,4,Casado(a),Engenharia
53,1971-06-04,Alagoas,22092,Ensino Fundamental,1,Casado(a),Saúde
33,1991-02-14,Distrito Federal,7873,Doutorado,0,Solteiro(a),Educação
53,1971-05-09,São Paulo,21547,Ensino Superior,3,Divorciado(a),Administração
41,1983-07-21,Mato Grosso do Sul,24255,Ensino Superior,0,Divorciado(a),Engenharia
19,2005-07-17,Paraná,5980,Ensino Médio,0,Viúvo(a),Tecnologia
22,2002-04-07,Rio Grande do Sul,7126,Mestrado,2,Divorciado(a),Administração
37,1987-08-20,Sergipe,21601,Doutorado,2,Casado(a),Educação
28,1995-10-14,Sergipe,13098,Ensino Fundamental,4,Casado(a),Administração
32,1991-09-24,Santa Catarina,3896,Ensino Médio,0,Divorciado(a),Tecnologia
43,1980-12-13,Tocantins,18391,Mestrado,1,Divorciado(a),Engenharia
60,1964-06-05,Rondônia,7373,Doutorado,3,Solteiro(a),Marketing
41,1983-07-06,Santa Catarina,12489,Mestrado,1,Casado(a),Educação
57,1967-05-16,Roraima,14391,Ensino Médio,1,Solteiro(a),Administração
33,1991-01-04,Bahia,29232,Ensino Superior,3,Solteiro(a),Saúde
58,1966-04-23,Mato Grosso,2397,Ensino Médio,3,Casado(a),Marketing
47,1977-06-25,Espírito Santo,14125,Ensino Superior,4,Solteiro(a),Engenharia
45,1978-09-30,Roraima,17934,Ensino Superior,1,Divorciado(a),Administração
48,1976-01-15,Mato Grosso,16330,Ensino Fundamental,0,Solteiro(a),Administração
18,2006-06-18,Ceará,10162,Ensino Superior,4,Casado(a),Educação
30,1993-12-11,Bahia,9817,Doutorado,2,Solteiro(a),Tecnologia
37,1987-02-01,São Paulo,16562,Mestrado,0,Viúvo(a),Tecnologia
42,1981-12-19,Tocantins,7266,Mestrado,2,Solteiro(a),Tecnologia
56,1967-09-09,Ceará,28302,Ensino Superior,4,Casado(a),Educação
50,1974-07-29,Bahia,5858,Mestrado,4,Solteiro(a),Marketing
23,2000-09-04,Paraíba,24647,Ensino Fundamental,1,Viúvo(a),Saúde
33,1991-05-30,Maranhão,21482,Doutorado,0,Divorciado(a),Engenharia
27,1996-11-10,Rio Grande do Sul,17252,Mestrado,3,Casado(a),Saúde
23,2000-12-01,Rondônia,13208,Doutorado,2,Viúvo(a),Saúde
36,1988-04-14,Paraíba,9402,Pós-Graduação,2,Solteiro(a),Educação
54,1970-01-11,São Paulo,21123,Doutorado,3,Divorciado(a),Tecnologia
59,1965-03-27,Mato Grosso do Sul,24788,Doutorado,1,Divorciado(a),Tecnologia
48,1976-04-24,Rondônia,17545,Ensino Fundamental,0,Viúvo(a),Saúde
33,1990-12-23,Ceará,20914,Ensino Médio,0,Casado(a),Saúde
24,1999-10-30,Paraíba,24176,Ensino Fundamental,4,Solteiro(a),Administração
37,1986-10-21,Bahia,22734,Pós-Graduação,3,Viúvo(a),Educação
37,1987-05-11,Rondônia,17331,Mestrado,3,Viúvo(a),Tecnologia
53,1970-10-01,Piauí,1908,Doutorado,2,Solteiro(a),Saúde
23,2000-11-27,Amapá,20286,Ensino Médio,1,Casado(a),Administração
45,1978-09-14,Acre,19253,Ensino Superior,3,Viúvo(a),Marketing
53,1971-01-21,Rio Grande do Norte,25241,Pós-Graduação,4,Viúvo(a),Educação
29,1995-04-24,Amazonas,6873,Ensino Médio,1,Divorciado(a),Marketing
43,1981-06-08,Espírito Santo,23572,Ensino Superior,3,Viúvo(a),Engenharia
36,1988-08-08,Paraíba,15104,Ensino Superior,4,Casado(a),Educação
35,1989-02-18,São Paulo,13170,Ensino Médio,1,Divorciado(a),Marketing
19,2005-01-27,Santa Catarina,28779,Mestrado,2,Divorciado(a),Educação
54,1970-03-06,Paraná,22070,Mestrado,2,Solteiro(a),Marketing
34,1990-07-30,Paraná,6827,Pós-Graduação,1,Divorciado(a),Tecnologia
59,1965-02-17,Tocantins,28769,Mestrado,4,Viúvo(a),Tecnologia
37,1986-10-15,Tocantins,2950,Pós-Graduação,3,Divorciado(a),Marketing
43,1981-01-02,São Paulo,2976,Ensino Superior,2,Divorciado(a),Administração
31,1993-05-04,Espírito Santo,20333,Doutorado,2,Casado(a),Educação
40,1983-08-30,Alagoas,6175,Doutorado,2,Viúvo(a),Tecnologia
26,1998-05-25,Goiás,19003,Doutorado,3,Viúvo(a),Engenharia
32,1991-11-23,Rio Grande do Norte,4814,Doutorado,2,Solteiro(a),Marketing
20,2003-11-22,Rio Grande do Sul,29357,Doutorado,3,Casado(a),Saúde
35,1989-04-02,Paraíba,19838,Ensino Médio,4,Divorciado(a),Engenharia
54,1970-07-16,Maranhão,26375,Ensino Superior,0,Viúvo(a),Educação
41,1983-03-06,Tocantins,25084,Mestrado,2,Solteiro(a),Tecnologia
60,1964-04-07,Amapá,26396,Mestrado,2,Casado(a),Administração
27,1997-08-02,Rio Grande do Sul,15526,Ensino Médio,4,Casado(a),Tecnologia
36,1988-03-28,Roraima,20983,Ensino Médio,2,Casado(a),Tecnologia
53,1970-10-01,Piauí,7379,Ensino Médio,3,Viúvo(a),Marketing
54,1970-03-10,Goiás,22597,Ensino Médio,0,Viúvo(a),Educação
38,1986-03-06,Rio Grande do Sul,9417,Mestrado,1,Solteiro(a),Tecnologia
59,1965-05-23,Amazonas,9206,Pós-Graduação,4,Divorciado(a),Marketing
46,1978-07-05,Mato Grosso do Sul,25991,Ensino Médio,3,Divorciado(a),Tecnologia
25,1999-03-06,Acre,27282,Ensino Fundamental,2,Viúvo(a),Saúde
26,1998-06-30,Minas Gerais,1759,Pós-Graduação,3,Viúvo(a),Administração
56,1968-02-27,Rio de Janeiro,20812,Ensino Fundamental,0,Casado(a),Educação
59,1965-03-12,Amapá,4182,Ensino Médio,1,Casado(a),Administração
34,1989-10-02,Maranhão,17915,Ensino Superior,1,Solteiro(a),Tecnologia
38,1986-03-09,Piauí,8325,Doutorado,1,Casado(a),Saúde
41,1983-07-14,Piauí,15166,Ensino Superior,2,Divorciado(a),Engenharia
37,1986-08-27,Rio Grande do Sul,15539,Pós-Graduação,4,Solteiro(a),Marketing
39,1985-05-16,Rondônia,10679,Ensino Fundamental,3,Viúvo(a),Engenharia
60,1964-04-22,Piauí,1560,Mestrado,3,Solteiro(a),Saúde
38,1986-05-31,Mato Grosso do Sul,10608,Pós-Graduação,2,Divorciado(a),Saúde
36,1987-08-31,Maranhão,29672,Doutorado,1,Divorciado(a),Administração
45,1979-04-08,Goiás,15298,Mestrado,3,Divorciado(a),Engenharia
44,1980-04-29,São Paulo,10068,Mestrado,3,Solteiro(a),Marketing
51,1973-04-04,Pernambuco,10663,Pós-Graduação,3,Solteiro(a),Administração
29,1995-02-08,Espírito Santo,5223,Doutorado,4,Viúvo(a),Educação
23,2000-12-24,Rondônia,9617,Doutorado,2,Solteiro(a),Marketing
59,1964-12-08,Paraná,12697,Mestrado,4,Solteiro(a),Tecnologia
23,2001-07-26,Rio Grande do Sul,4574,Mestrado,2,Divorciado(a),Educação
37,1986-11-19,Espírito Santo,13724,Pós-Graduação,2,Viúvo(a),Tecnologia
60,1964-01-10,Distrito Federal,12445,Doutorado,0,Casado(a),Administração
46,1978-07-14,Alagoas,18385,Ensino Médio,1,Divorciado(a),Saúde
60,1964-07-27,Ceará,15378,Ensino Fundamental,1,Solteiro(a),Saúde
19,2004-11-30,Espírito Santo,20852,Ensino Médio,1,Solteiro(a),Saúde
22,2002-04-21,Santa Catarina,13162,Ensino Superior,4,Solteiro(a),Tecnologia
45,1979-03-10,Tocantins,26121,Mestrado,2,Casado(a),Tecnologia
25,1999-03-31,Mato Grosso do Sul,2063,Ensino Superior,0,Casado(a),Marketing
45,1979-05-07,Paraíba,21377,Mestrado,3,Solteiro(a),Engenharia
37,1987-07-01,Bahia,10587,Ensino Superior,2,Viúvo(a),Administração
